student_id,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Total_Family_Education,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,support_sch_or_fam,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,Total_alc,health,absences,G1,G2,G3,Subject,Concat,Count,Average_Grade
262,GP,F,17,R,GT3,T,2,1,3,at_home,services,course,mother,3,2,0,no,no,0,no,yes,yes,yes,no,no,2,1,1,1,1,2,3,2,13,13,13,por,nonoRnoyes2yes120no17GT3T2at_homeservicescourse1noFyesGP3mother11132,2,13
262,GP,F,17,R,GT3,T,2,1,3,at_home,services,course,mother,3,2,0,no,no,0,no,yes,yes,yes,no,no,2,1,1,1,1,2,3,2,13,11,11,mat,nonoRnoyes2yes120no17GT3T2at_homeservicescourse1noFyesGP3mother11132,2,11.66666667
263,GP,F,17,R,LE3,A,1,4,5,other,other,course,other,4,1,1,no,yes,1,no,no,yes,yes,yes,no,5,5,4,1,1,2,5,14,9,9,8,por,noyesRyesno5yes411no17LE3A1otherothercourse5noFyesGP4other411514,1,8.666666667
264,GP,M,18,U,GT3,T,2,2,4,other,services,reputation,father,1,2,0,no,no,0,no,no,yes,no,yes,no,5,5,4,3,5,8,2,16,8,7,8,por,noyesUnono5yes220no18GT3T2otherservicesreputation5noMnoGP1father435216,1,7.666666667
265,GP,F,17,U,LE3,A,2,2,4,other,other,home,mother,1,1,1,no,yes,1,no,no,no,no,yes,no,3,1,2,1,1,2,1,8,11,9,10,por,noyesUyesno3no211no17LE3A2otherotherhome1noFnoGP1mother21118,1,10
266,GP,F,17,R,LE3,T,1,1,2,at_home,other,course,mother,2,3,0,no,no,0,no,yes,yes,yes,yes,no,4,3,3,1,3,4,5,4,15,14,15,por,noyesRnoyes4yes130no17LE3T1at_homeothercourse3noFyesGP2mother31354,1,14.66666667
267,GP,F,17,U,LE3,A,4,2,6,teacher,other,course,mother,1,2,0,no,yes,1,no,yes,yes,yes,no,no,4,3,2,1,1,2,4,4,15,14,14,por,nonoUyesyes4yes220no17LE3A4teacherothercourse3noFyesGP1mother21144,1,14.33333333
268,GP,M,17,U,LE3,T,4,3,7,health,other,course,mother,2,2,0,no,no,0,no,yes,yes,yes,yes,yes,2,5,5,1,4,5,5,8,15,15,15,por,noyesUnoyes2yes320no17LE3T4healthothercourse5yesMyesGP2mother51458,1,15
269,GP,M,17,R,LE3,A,4,4,8,teacher,other,course,mother,2,2,0,no,yes,1,no,no,yes,yes,yes,no,3,3,3,2,3,5,4,0,12,12,12,por,noyesRyesno3yes420no17LE3A4teacherothercourse3noMyesGP2mother32340,1,12
270,GP,M,16,U,LE3,T,4,3,7,teacher,other,course,mother,1,1,0,no,no,0,no,yes,no,yes,yes,no,5,4,5,1,1,2,3,7,14,14,15,por,noyesUnoyes5no310no16LE3T4teacherothercourse4noMyesGP1mother51137,1,14.33333333
271,GP,M,16,U,GT3,T,4,4,8,services,services,course,mother,1,1,0,no,no,0,yes,yes,yes,yes,yes,no,5,3,2,1,2,3,5,4,14,15,15,por,noyesUnoyes5yes410yes16GT3T4servicesservicescourse3noMyesGP1mother21254,1,14.66666667
272,GP,F,17,U,GT3,T,4,4,8,teacher,services,course,mother,1,2,0,no,yes,1,yes,no,yes,yes,yes,yes,5,3,1,1,4,5,5,2,11,11,12,por,noyesUyesno5yes420yes17GT3T4teacherservicescourse3yesFyesGP1mother11452,1,11.33333333
273,GP,M,17,R,GT3,T,1,1,2,other,other,home,father,2,3,0,no,no,0,no,no,no,yes,yes,yes,4,3,3,1,1,2,1,2,13,14,15,por,noyesRnono4no130no17GT3T1otherotherhome3yesMyesGP2father31112,1,14
274,GP,F,17,U,GT3,T,3,3,6,services,other,home,mother,2,3,0,no,yes,1,no,no,yes,yes,yes,yes,4,2,2,2,3,5,5,10,11,11,11,por,noyesUyesno4yes330no17GT3T3servicesotherhome2yesFyesGP2mother223510,1,11
275,GP,F,17,U,GT3,T,1,1,2,at_home,other,course,mother,1,2,0,yes,no,1,no,no,no,yes,no,yes,4,3,2,1,1,2,4,10,10,9,10,por,yesnoUnono4no120no17GT3T1at_homeothercourse3yesFyesGP1mother211410,1,9.666666667
276,GP,F,18,U,GT3,T,2,1,3,other,other,course,other,2,3,0,no,yes,1,no,no,no,yes,yes,yes,4,4,4,1,1,2,3,10,12,10,11,por,noyesUyesno4no130no18GT3T2otherothercourse4yesFyesGP2other411310,1,11
277,GP,M,16,U,GT3,T,2,1,3,other,other,course,mother,3,1,0,no,no,0,no,no,yes,yes,yes,no,4,3,3,1,1,2,4,7,15,16,16,por,noyesUnono4yes110no16GT3T2otherothercourse3noMyesGP3mother31147,1,15.66666667
278,GP,F,17,U,GT3,T,1,1,2,other,services,course,father,1,2,0,no,yes,1,no,no,yes,yes,no,no,4,3,4,1,2,3,5,4,11,10,11,por,nonoUyesno4yes120no17GT3T1otherservicescourse3noFyesGP1father41254,1,10.66666667
279,GP,M,17,U,GT3,T,2,3,5,other,other,course,father,2,1,0,no,no,0,no,no,yes,yes,yes,no,5,2,2,1,1,2,2,2,9,12,13,por,noyesUnono5yes310no17GT3T2otherothercourse2noMyesGP2father21122,1,11.33333333
280,GP,M,22,U,GT3,T,3,1,4,services,services,other,mother,1,1,3,no,no,0,no,no,no,no,yes,yes,5,4,5,5,5,10,1,12,7,8,5,por,noyesUnono5no113no22GT3T3servicesservicesother4yesMnoGP1mother555112,1,6.666666667
281,GP,M,18,R,LE3,T,3,3,6,other,services,course,mother,1,2,0,no,yes,1,no,no,yes,yes,yes,yes,4,3,3,1,3,4,5,8,10,9,10,por,noyesRyesno4yes320no18LE3T3otherservicescourse3yesMyesGP1mother31358,1,9.666666667
282,GP,M,16,U,GT3,T,0,2,2,other,other,other,mother,1,1,0,no,no,0,no,no,no,yes,yes,no,4,3,2,2,4,6,5,0,11,12,11,por,noyesUnono4no210no16GT3T0otherotherother3noMyesGP1mother22450,1,11.33333333
283,GP,M,18,U,GT3,T,3,2,5,services,other,course,mother,2,1,0,no,no,0,no,no,yes,no,yes,no,4,4,5,2,4,6,5,8,7,8,7,por,noyesUnono4yes210no18GT3T3servicesothercourse4noMnoGP2mother52458,1,7.333333333
284,GP,M,16,U,GT3,T,3,3,6,at_home,other,reputation,other,3,2,1,yes,yes,2,no,no,no,yes,yes,no,5,3,3,1,3,4,2,4,9,11,10,por,yesyesUyesno5no321no16GT3T3at_homeotherreputation3noMyesGP3other31324,1,10
285,GP,M,18,U,GT3,T,2,1,3,services,services,other,mother,1,1,2,no,no,0,no,no,no,no,yes,no,3,2,5,2,5,7,5,4,7,8,6,por,noyesUnono3no112no18GT3T2servicesservicesother2noMnoGP1mother52554,1,7
286,GP,M,16,R,GT3,T,2,1,3,other,other,course,mother,2,1,0,no,no,0,no,yes,no,yes,no,no,3,3,2,1,3,4,3,2,14,13,12,por,nonoRnoyes3no110no16GT3T2otherothercourse3noMyesGP2mother21332,1,13
288,GP,M,17,U,LE3,T,1,1,2,health,other,course,mother,2,1,1,no,yes,1,no,yes,yes,yes,yes,no,4,4,4,1,2,3,5,0,9,10,10,por,noyesUyesyes4yes111no17LE3T1healthothercourse4noMyesGP2mother41250,1,9.666666667
289,GP,F,18,U,LE3,A,2,1,3,other,other,course,mother,1,2,0,no,yes,1,no,no,no,yes,yes,yes,4,3,4,1,3,4,5,2,12,12,13,por,noyesUyesno4no120no18LE3A2otherothercourse3yesFyesGP1mother41352,1,12.33333333
290,GP,F,17,U,LE3,T,4,2,6,teacher,services,reputation,mother,1,4,0,no,yes,1,no,yes,yes,yes,yes,no,4,2,3,1,1,2,4,2,14,15,17,por,noyesUyesyes4yes240no17LE3T4teacherservicesreputation2noFyesGP1mother31142,1,15.33333333
291,GP,F,19,U,GT3,T,2,2,4,services,services,home,mother,1,2,0,no,yes,1,no,no,yes,yes,yes,no,4,3,3,1,1,2,5,0,10,10,11,por,noyesUyesno4yes220no19GT3T2servicesserviceshome3noFyesGP1mother31150,1,10.33333333
292,GP,M,18,U,LE3,T,2,1,3,services,other,course,mother,3,2,1,no,no,0,no,yes,no,no,yes,no,4,4,5,4,4,8,5,4,11,10,11,por,noyesUnoyes4no121no18LE3T2servicesothercourse4noMnoGP3mother54454,1,10.66666667
293,GP,F,17,R,GT3,T,4,2,6,other,other,course,mother,1,3,0,no,yes,1,no,yes,yes,yes,yes,no,4,3,4,1,3,4,5,2,11,12,14,por,noyesRyesyes4yes230no17GT3T4otherothercourse3noFyesGP1mother41352,1,12.33333333
294,GP,F,18,U,LE3,T,1,1,2,other,at_home,home,mother,1,3,0,no,yes,1,no,no,no,yes,no,no,4,4,3,2,3,5,3,4,11,12,14,por,nonoUyesno4no130no18LE3T1otherat_homehome4noFyesGP1mother32334,1,12.33333333
295,GP,F,18,R,GT3,T,2,2,4,other,other,home,mother,1,2,0,yes,no,1,no,no,yes,yes,no,no,3,2,3,1,1,2,5,4,11,11,13,por,yesnoRnono3yes220no18GT3T2otherotherhome2noFyesGP1mother31154,1,11.66666667
296,GP,M,19,U,LE3,A,4,3,7,services,at_home,reputation,mother,1,2,0,no,yes,1,no,no,yes,yes,yes,no,4,3,1,1,1,2,1,4,11,13,14,por,noyesUyesno4yes320no19LE3A4servicesat_homereputation3noMyesGP1mother11114,1,12.66666667
297,GP,M,18,U,GT3,T,2,1,3,other,other,home,mother,1,2,0,no,no,0,no,yes,yes,yes,yes,no,5,2,4,1,2,3,4,2,16,16,16,por,noyesUnoyes5yes120no18GT3T2otherotherhome2noMyesGP1mother41242,1,16
298,GP,M,17,R,GT3,T,2,2,4,other,services,other,mother,2,1,0,no,no,0,no,no,no,no,no,no,5,2,2,1,1,2,4,0,9,10,10,por,nonoRnono5no210no17GT3T2otherservicesother2noMnoGP2mother21140,1,9.666666667
299,GP,F,17,U,LE3,T,2,2,4,services,services,course,father,1,4,0,no,no,0,no,yes,yes,yes,yes,yes,3,4,1,1,1,2,2,2,10,11,12,por,noyesUnoyes3yes240no17LE3T2servicesservicescourse4yesFyesGP1father11122,1,11
300,GP,F,20,R,GT3,T,2,1,3,other,other,course,other,2,2,0,no,yes,1,yes,yes,yes,no,yes,yes,1,2,3,1,2,3,2,8,10,12,12,por,noyesRyesyes1yes120yes20GT3T2otherothercourse2yesFnoGP2other31228,1,11.33333333
301,GP,F,18,U,GT3,T,4,3,7,services,other,home,father,1,2,0,no,yes,1,no,no,yes,yes,yes,yes,3,1,2,1,3,4,2,2,15,15,15,por,noyesUyesno3yes320no18GT3T4servicesotherhome1yesFyesGP1father21322,1,15
302,GP,M,18,U,GT3,T,4,3,7,teacher,other,course,mother,1,2,0,no,yes,1,no,no,no,yes,yes,no,4,3,2,1,1,2,3,2,10,10,11,por,noyesUyesno4no320no18GT3T4teacherothercourse3noMyesGP1mother21132,1,10.33333333
303,GP,M,18,R,GT3,T,3,2,5,other,other,course,mother,1,3,0,no,no,0,no,yes,no,yes,no,no,5,3,2,1,1,2,3,2,10,11,12,por,nonoRnoyes5no230no18GT3T3otherothercourse3noMyesGP1mother21132,1,11
304,GP,F,17,U,GT3,T,3,3,6,other,other,home,mother,1,3,0,no,no,0,no,yes,no,yes,no,no,3,2,3,1,1,2,4,2,15,12,13,por,nonoUnoyes3no330no17GT3T3otherotherhome2noFyesGP1mother31142,1,13.33333333
305,GP,F,18,U,GT3,T,2,2,4,at_home,services,home,mother,1,3,0,no,yes,1,no,yes,yes,yes,yes,yes,4,3,3,1,1,2,3,0,11,12,13,por,noyesUyesyes4yes230no18GT3T2at_homeserviceshome3yesFyesGP1mother31130,1,12
306,GP,M,17,U,GT3,T,2,2,4,other,other,home,father,2,1,0,no,no,0,no,no,yes,no,yes,no,4,4,4,2,3,5,4,8,8,8,9,por,noyesUnono4yes210no17GT3T2otherotherhome4noMnoGP2father42348,1,8.333333333
307,GP,M,18,R,LE3,A,3,4,7,other,other,reputation,mother,2,2,0,no,yes,1,no,yes,yes,yes,yes,no,4,2,5,3,4,7,1,6,15,16,16,por,noyesRyesyes4yes420no18LE3A3otherotherreputation2noMyesGP2mother53416,1,15.66666667
308,GP,M,17,U,GT3,T,3,1,4,services,other,other,mother,1,2,0,no,no,0,no,yes,yes,yes,yes,yes,5,4,4,3,4,7,5,0,11,11,14,por,noyesUnoyes5yes120no17GT3T3servicesotherother4yesMyesGP1mother43450,1,12
309,GP,F,18,R,GT3,T,4,4,8,teacher,other,reputation,mother,2,2,0,no,no,0,no,yes,yes,yes,yes,no,4,3,4,2,2,4,4,8,10,11,12,por,noyesRnoyes4yes420no18GT3T4teacherotherreputation3noFyesGP2mother42248,1,11
310,GP,M,18,U,GT3,T,4,2,6,health,other,reputation,father,1,2,0,no,yes,1,no,yes,yes,yes,yes,yes,5,4,5,1,3,4,5,4,10,12,14,por,noyesUyesyes5yes220no18GT3T4healthotherreputation4yesMyesGP1father51354,1,12
311,GP,F,18,R,GT3,T,2,1,3,other,other,reputation,mother,2,2,0,no,yes,1,no,no,yes,no,yes,yes,4,3,5,1,2,3,3,12,8,9,10,por,noyesRyesno4yes120no18GT3T2otherotherreputation3yesFnoGP2mother512312,1,9
312,GP,F,19,U,GT3,T,3,3,6,other,services,home,other,1,2,0,no,yes,1,no,yes,yes,yes,yes,no,4,3,5,3,3,6,5,16,11,12,12,por,noyesUyesyes4yes320no19GT3T3otherserviceshome3noFyesGP1other533516,1,11.66666667
313,GP,F,18,U,GT3,T,2,3,5,other,services,reputation,father,1,4,0,no,yes,1,no,yes,yes,yes,yes,yes,4,5,5,1,3,4,2,10,16,16,16,por,noyesUyesyes4yes340no18GT3T2otherservicesreputation5yesFyesGP1father513210,1,16
314,GP,F,18,U,LE3,T,1,1,2,other,other,home,mother,2,2,0,no,yes,1,no,no,no,yes,no,no,4,4,3,1,1,2,3,2,13,13,13,por,nonoUyesno4no120no18LE3T1otherotherhome4noFyesGP2mother31132,1,13
315,GP,M,17,R,GT3,T,1,2,3,at_home,at_home,home,mother,1,2,0,no,yes,1,no,yes,no,yes,no,yes,3,5,2,2,2,4,1,2,16,17,18,por,nonoRyesyes3no220no17GT3T1at_homeat_homehome5yesMyesGP1mother22212,1,17
316,GP,F,18,U,GT3,T,2,1,3,other,other,home,mother,1,2,0,no,yes,1,no,no,yes,yes,yes,yes,4,2,5,1,2,3,1,8,14,14,15,por,noyesUyesno4yes120no18GT3T2otherotherhome2yesFyesGP1mother51218,1,14.33333333
317,GP,F,17,U,GT3,T,2,4,6,at_home,health,reputation,mother,2,2,0,no,yes,1,no,no,yes,yes,yes,yes,4,3,3,1,1,2,1,6,15,16,16,por,noyesUyesno4yes420no17GT3T2at_homehealthreputation3yesFyesGP2mother31116,1,15.66666667
318,GP,F,17,U,LE3,T,2,2,4,services,other,course,mother,2,2,0,yes,yes,2,no,no,yes,yes,yes,yes,4,4,4,2,3,5,5,6,12,12,12,por,yesyesUyesno4yes220no17LE3T2servicesothercourse4yesFyesGP2mother42356,1,12
319,GP,F,18,R,GT3,A,3,2,5,other,services,home,mother,2,2,0,no,no,0,no,no,no,no,yes,yes,4,1,1,1,1,2,5,15,12,9,10,por,noyesRnono4no220no18GT3A3otherserviceshome1yesFnoGP2mother111515,1,10.33333333
320,GP,M,18,U,GT3,T,4,4,8,teacher,services,home,mother,2,1,0,no,no,0,no,yes,yes,yes,yes,no,3,2,4,1,4,5,3,6,11,12,12,por,noyesUnoyes3yes410no18GT3T4teacherserviceshome2noMyesGP2mother41436,1,11.66666667
321,GP,F,18,U,GT3,T,4,4,8,health,health,reputation,father,1,2,1,yes,yes,2,no,yes,yes,yes,yes,yes,2,4,4,1,1,2,4,2,14,12,13,por,yesyesUyesyes2yes421no18GT3T4healthhealthreputation4yesFyesGP1father41142,1,13
322,GP,F,17,U,GT3,T,2,2,4,other,services,reputation,father,3,3,0,no,yes,1,no,no,yes,yes,yes,yes,4,2,3,1,1,2,1,8,13,15,15,por,noyesUyesno4yes230no17GT3T2otherservicesreputation2yesFyesGP3father31118,1,14.33333333
323,GP,F,19,R,GT3,T,3,2,5,services,services,reputation,father,1,2,1,yes,yes,2,no,no,yes,no,yes,no,3,3,3,4,3,7,3,0,9,8,10,por,yesyesRyesno3yes221no19GT3T3servicesservicesreputation3noFnoGP1father34330,1,9
324,GP,M,18,U,LE3,T,4,3,7,teacher,services,course,mother,2,1,0,no,no,0,no,yes,yes,yes,yes,no,4,2,3,1,2,3,1,0,10,10,10,por,noyesUnoyes4yes310no18LE3T4teacherservicescourse2noMyesGP2mother31210,1,10
325,GP,M,18,U,GT3,T,1,2,3,at_home,other,home,other,2,1,0,no,no,0,no,no,no,no,yes,no,3,4,4,2,4,6,4,10,10,10,11,por,noyesUnono3no210no18GT3T1at_homeotherhome4noMnoGP2other424410,1,10.33333333
326,GP,M,17,U,LE3,A,4,1,5,services,other,home,mother,2,1,0,no,no,0,no,yes,yes,yes,yes,yes,4,5,4,2,4,6,5,22,11,11,10,por,noyesUnoyes4yes110no17LE3A4servicesotherhome5yesMyesGP2mother424522,1,10.66666667
327,GP,M,17,U,LE3,A,3,2,5,teacher,services,home,mother,1,1,0,no,no,0,no,no,yes,yes,yes,no,4,4,4,3,4,7,3,18,13,13,13,por,noyesUnono4yes210no17LE3A3teacherserviceshome4noMyesGP1mother434318,1,13
328,GP,F,18,R,LE3,T,1,1,2,at_home,other,reputation,mother,2,4,0,no,yes,1,no,yes,yes,yes,no,no,5,2,2,1,1,2,3,2,17,17,18,por,nonoRyesyes5yes140no18LE3T1at_homeotherreputation2noFyesGP2mother21132,1,17.33333333
329,GP,F,18,U,GT3,T,1,1,2,other,other,home,mother,2,2,0,yes,no,1,no,yes,yes,yes,yes,no,5,4,4,1,1,2,4,0,12,13,13,por,yesyesUnoyes5yes120no18GT3T1otherotherhome4noFyesGP2mother41140,1,12.66666667
330,GP,F,17,U,GT3,T,2,2,4,other,other,course,mother,1,2,0,no,yes,1,no,no,no,yes,yes,no,5,4,5,1,2,3,5,12,12,12,14,por,noyesUyesno5no220no17GT3T2otherothercourse4noFyesGP1mother512512,1,12.66666667
331,GP,F,18,U,GT3,T,2,1,3,other,other,reputation,mother,2,2,0,no,no,0,no,yes,yes,yes,yes,yes,4,3,1,1,1,2,5,10,12,13,14,por,noyesUnoyes4yes120no18GT3T2otherotherreputation3yesFyesGP2mother111510,1,13
332,GP,M,17,U,GT3,T,1,1,2,other,other,reputation,father,1,2,0,no,no,0,no,no,no,yes,yes,no,4,3,3,1,2,3,4,0,12,12,12,por,noyesUnono4no120no17GT3T1otherotherreputation3noMyesGP1father31240,1,12
333,GP,F,18,U,GT3,T,2,2,4,at_home,at_home,other,mother,1,3,0,no,yes,1,no,no,yes,yes,yes,no,4,3,3,1,2,3,2,0,18,18,18,por,noyesUyesno4yes230no18GT3T2at_homeat_homeother3noFyesGP1mother31220,1,18
334,GP,F,17,U,GT3,T,1,1,2,services,teacher,reputation,mother,1,3,0,no,yes,1,no,no,yes,yes,yes,no,4,3,3,1,1,2,3,0,13,13,14,por,noyesUyesno4yes130no17GT3T1servicesteacherreputation3noFyesGP1mother31130,1,13.33333333
335,GP,M,18,U,GT3,T,2,1,3,services,services,reputation,mother,1,3,0,no,no,0,no,yes,yes,yes,yes,no,4,2,4,1,3,4,2,0,14,15,15,por,noyesUnoyes4yes130no18GT3T2servicesservicesreputation2noMyesGP1mother41320,1,14.66666667
336,GP,M,18,U,LE3,A,4,4,8,teacher,teacher,reputation,mother,1,2,0,no,yes,1,no,yes,yes,yes,yes,no,5,4,3,1,1,2,2,0,17,17,17,por,noyesUyesyes5yes420no18LE3A4teacherteacherreputation4noMyesGP1mother31120,1,17
337,GP,M,18,U,GT3,T,4,2,6,teacher,other,home,mother,1,2,0,no,yes,1,no,yes,yes,yes,yes,yes,4,3,2,1,4,5,5,2,15,16,16,por,noyesUyesyes4yes220no18GT3T4teacherotherhome3yesMyesGP1mother21452,1,15.66666667
338,GP,F,17,U,GT3,T,4,3,7,health,services,reputation,mother,1,3,0,no,yes,1,no,no,yes,yes,yes,no,4,2,2,1,2,3,3,0,17,18,18,por,noyesUyesno4yes330no17GT3T4healthservicesreputation2noFyesGP1mother21230,1,17.66666667
339,GP,F,17,R,LE3,T,3,1,4,services,other,reputation,mother,2,4,0,no,yes,1,no,no,yes,yes,no,no,3,1,2,1,1,2,3,0,18,19,19,por,nonoRyesno3yes140no17LE3T3servicesotherreputation1noFyesGP2mother21130,1,18.66666667
340,GP,M,18,R,LE3,T,3,2,5,services,other,reputation,mother,2,3,0,no,yes,1,no,yes,yes,yes,yes,no,5,4,2,1,1,2,4,0,14,15,15,por,noyesRyesyes5yes230no18LE3T3servicesotherreputation4noMyesGP2mother21140,1,14.66666667
341,GP,M,17,U,GT3,T,3,3,6,health,other,home,mother,1,1,0,no,yes,1,no,no,yes,yes,yes,no,4,4,3,1,3,4,5,0,14,15,15,por,noyesUyesno4yes310no17GT3T3healthotherhome4noMyesGP1mother31350,1,14.66666667
342,GP,F,19,U,GT3,T,4,4,8,health,other,reputation,other,2,2,0,no,yes,1,no,yes,yes,yes,yes,no,2,3,4,2,3,5,2,2,14,13,13,por,noyesUyesyes2yes420no19GT3T4healthotherreputation3noFyesGP2other42322,1,13.33333333
343,GP,F,18,U,LE3,T,4,3,7,other,other,home,other,2,2,0,no,yes,1,no,no,yes,yes,yes,yes,4,4,5,1,2,3,2,0,13,14,14,por,noyesUyesno4yes320no18LE3T4otherotherhome4yesFyesGP2other51220,1,13.66666667
344,GP,F,18,U,GT3,T,4,3,7,other,other,reputation,father,1,4,0,no,yes,1,no,no,yes,yes,yes,no,4,3,3,1,1,2,3,0,16,17,17,por,noyesUyesno4yes340no18GT3T4otherotherreputation3noFyesGP1father31130,1,16.66666667
345,GP,M,18,U,LE3,T,4,4,8,teacher,teacher,home,mother,1,1,0,no,yes,1,no,no,yes,yes,yes,yes,1,4,2,2,2,4,1,0,18,18,17,por,noyesUyesno1yes410no18LE3T4teacherteacherhome4yesMyesGP1mother22210,1,17.66666667
346,GP,F,18,U,LE3,A,4,4,8,health,other,home,mother,1,2,0,no,yes,1,yes,no,yes,yes,yes,yes,4,2,4,1,1,2,4,0,14,15,15,por,noyesUyesno4yes420yes18LE3A4healthotherhome2yesFyesGP1mother41140,1,14.66666667
347,GP,M,17,U,LE3,T,4,4,8,other,teacher,home,father,2,1,0,no,no,0,no,no,yes,yes,yes,no,4,1,1,2,2,4,5,0,12,13,13,por,noyesUnono4yes410no17LE3T4otherteacherhome1noMyesGP2father12250,1,12.66666667
348,GP,F,17,R,GT3,T,4,4,8,services,services,reputation,mother,2,3,0,no,yes,1,no,yes,yes,yes,yes,no,5,3,4,1,1,2,5,0,7,7,8,por,noyesRyesyes5yes430no17GT3T4servicesservicesreputation3noFyesGP2mother41150,1,7.333333333
349,GP,F,17,U,GT3,T,4,2,6,other,other,reputation,mother,2,3,0,no,yes,1,no,no,yes,yes,yes,no,4,3,3,1,1,2,3,0,16,16,16,por,noyesUyesno4yes230no17GT3T4otherotherreputation3noFyesGP2mother31130,1,16
350,GP,F,17,U,GT3,T,3,2,5,health,health,reputation,father,1,4,0,no,yes,1,no,yes,no,yes,yes,no,5,2,2,1,2,3,5,0,18,18,18,por,noyesUyesyes5no240no17GT3T3healthhealthreputation2noFyesGP1father21250,1,18
351,GP,M,19,R,LE3,T,2,1,3,at_home,services,course,mother,2,3,1,no,no,0,no,yes,yes,yes,yes,yes,4,3,1,1,1,2,5,0,9,10,11,por,noyesRnoyes4yes131no19LE3T2at_homeservicescourse3yesMyesGP2mother11150,1,10
352,GP,M,20,U,GT3,A,3,2,5,services,other,course,other,1,1,2,no,no,0,no,yes,yes,yes,no,no,5,5,3,1,1,2,5,0,14,15,15,por,nonoUnoyes5yes212no20GT3A3servicesothercourse5noMyesGP1other31150,1,14.66666667
353,GP,M,19,R,GT3,T,3,3,6,other,services,reputation,father,1,2,0,no,no,0,no,yes,yes,yes,no,yes,4,5,3,1,2,3,5,0,10,10,11,por,nonoRnoyes4yes320no19GT3T3otherservicesreputation5yesMyesGP1father31250,1,10.33333333
354,GP,F,18,U,GT3,T,1,4,5,other,teacher,home,mother,1,2,0,yes,yes,2,no,no,no,yes,no,yes,3,4,4,1,2,3,5,2,10,10,11,por,yesnoUyesno3no420no18GT3T1otherteacherhome4yesFyesGP1mother41252,1,10.33333333
355,GP,F,18,U,GT3,T,2,1,3,services,other,course,mother,2,2,0,no,yes,1,no,yes,yes,yes,yes,no,5,3,3,1,2,3,1,2,12,12,15,por,noyesUyesyes5yes120no18GT3T2servicesothercourse3noFyesGP2mother31212,1,13
356,GP,F,17,U,GT3,T,2,3,5,other,other,course,father,2,2,0,no,no,0,no,yes,yes,yes,yes,yes,4,2,1,1,1,2,3,2,11,12,14,por,noyesUnoyes4yes320no17GT3T2otherothercourse2yesFyesGP2father11132,1,12.33333333
357,GP,F,17,R,GT3,T,4,4,8,teacher,teacher,course,mother,1,1,0,no,no,0,no,yes,yes,yes,yes,no,4,4,4,1,1,2,5,2,15,16,17,por,noyesRnoyes4yes410no17GT3T4teacherteachercourse4noFyesGP1mother41152,1,16
358,GP,F,18,U,GT3,T,4,3,7,other,other,course,mother,1,3,0,no,yes,1,no,yes,yes,yes,yes,yes,4,3,4,1,1,2,5,2,14,15,17,por,noyesUyesyes4yes330no18GT3T4otherothercourse3yesFyesGP1mother41152,1,15.33333333
359,GP,F,18,U,LE3,T,4,3,7,health,services,course,mother,2,1,0,no,yes,1,no,no,yes,yes,yes,no,3,2,4,1,4,5,1,8,12,12,15,por,noyesUyesno3yes310no18LE3T4healthservicescourse2noFyesGP2mother41418,1,13
360,GP,F,17,R,GT3,T,3,4,7,at_home,services,course,father,1,3,0,no,yes,1,no,yes,no,yes,yes,no,4,3,4,2,5,7,5,2,15,15,17,por,noyesRyesyes4no430no17GT3T3at_homeservicescourse3noFyesGP1father42552,1,15.66666667
361,GP,F,18,U,GT3,T,3,3,6,at_home,other,course,father,1,2,0,no,yes,1,no,no,yes,yes,yes,no,4,1,4,1,1,2,3,8,11,12,14,por,noyesUyesno4yes320no18GT3T3at_homeothercourse1noFyesGP1father41138,1,12.33333333
362,GP,M,19,U,GT3,T,4,2,6,health,other,course,mother,2,2,0,no,yes,1,no,yes,yes,yes,yes,yes,5,4,4,1,1,2,1,9,11,10,10,por,noyesUyesyes5yes220no19GT3T4healthothercourse4yesMyesGP2mother41119,1,10.33333333
363,GP,F,18,U,GT3,T,4,4,8,teacher,other,course,mother,1,2,0,no,yes,1,no,no,yes,yes,yes,no,4,4,4,3,3,6,5,0,12,11,13,por,noyesUyesno4yes420no18GT3T4teacherothercourse4noFyesGP1mother43350,1,12
364,GP,F,18,U,GT3,T,3,4,7,other,other,course,mother,1,1,0,no,yes,1,no,yes,yes,yes,yes,yes,5,4,4,1,1,2,1,4,11,12,14,por,noyesUyesyes5yes410no18GT3T3otherothercourse4yesFyesGP1mother41114,1,12.33333333
365,GP,F,17,U,GT3,T,4,4,8,health,health,course,mother,1,1,0,no,no,0,no,yes,yes,yes,yes,no,5,3,4,1,2,3,5,2,14,15,17,por,noyesUnoyes5yes410no17GT3T4healthhealthcourse3noFyesGP1mother41252,1,15.33333333
366,GP,F,17,U,GT3,A,4,3,7,services,services,course,mother,1,2,0,no,yes,1,no,no,yes,yes,yes,yes,5,2,2,1,2,3,5,14,15,14,17,por,noyesUyesno5yes320no17GT3A4servicesservicescourse2yesFyesGP1mother212514,1,15.33333333
367,GP,F,17,U,LE3,A,3,3,6,services,other,home,mother,1,2,0,yes,yes,2,no,no,yes,yes,yes,no,5,3,3,1,1,2,5,0,12,12,13,por,yesyesUyesno5yes320no17LE3A3servicesotherhome3noFyesGP1mother31150,1,12.33333333
